FactionID,Name,KnessetNum,StartDate,EndDate,IsCurrent,NumberOfMembers,StatusID,StatusDesc,LastUpdatedDate
44,התאחדות הספרדים העולמית שומרי תורה,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
45,האיחוד הלאומי - ישראל ביתנו - מולדת - תקומה,16,2003-02-17T00:00:00,,False,,,,2022-01-16T14:00:00
46,מרצ - הבחירה הדמוקרטית - שחר,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
47,עם אחד בראשות עמיר פרץ,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
48,יהדות התורה והשבת אגודת ישראל - דגל התורה,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
49,מפלגה דתית לאומית,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
50,"חד""ש - תע""ל",16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
51,"בל""ד (ברית לאומית דמוקרטית)",16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
52,הרשימה הערבית המאוחדת,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
53,ישראל בעלייה בראשות נתן שרנסקי,16,2003-02-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
62,יחד והבחירה הדמוקרטית,16,2004-06-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
83,מפלגת הפועלים המאוחדת,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
85,אגודת ישראל,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
87,מפלגת פועלי ארץ ישראל,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
89,תנועת החירות,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
91,הציונים הכלליים,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
93,האיחוד הארצי של הספרדים,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
95,המפלגה הפרוגרסיבית,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
97,פועלי אגודת ישראל,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
99,המפלגה הקומוניסטית הישראלית,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
101,המזרחי ודתיים בלתי מפלגתיים,0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
103,"הסתדרות נשים ציוניות ""ויצו""",0,1948-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
105,מפלגת פועלים מאוחדת,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
109,מפלגת פועלי ארץ-ישראל,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
111,רשימה דמוקרטית של נצרת,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
115,תנועת החרות,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
117,ציונים כלליים,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
119,ספרדים ועדות מזרח,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
123,מפלגה פרוגרסיבית,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
125,רשימת הלוחמים,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
129,מפלגה קומוניסטית ישראלית,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
131,חזית דתית מאוחדת,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
139,התאחדות התימנים בישראל,1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
145,"ויצ""ו",1,1949-02-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
147,מפלגת פועלים מאוחדת,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
149,מפלגת פועלי ארץ-ישראל,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
151,רשימה דמוקרטית לערביי ישראל,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
153,תנועת החרות,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
155,ציונים כלליים,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
159,חקלאות ופיתוח,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
161,מפלגה פרוגרסיבית,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
163,אחדות העבודה - פועלי ציון,2,1954-08-23T00:00:00,,False,,,,2019-01-24T11:45:06.46
165,פועלי אגודת ישראל,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
167,מפלגה קומוניסטית ישראלית,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
169,מזרחי,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
171,אגודת ישראל,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
173,הפועל המזרחי,2,1951-08-20T00:00:00,,False,,,,2022-01-23T15:10:00
179,התאחדות התימנים בישראל,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
181,קידמה ועבודה,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
183,ספרדים ועדות מזרח,2,1951-08-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
185,מפלגת פועלים מאוחדת,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
189,מפלגת פועלי ארץ-ישראל,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
191,רשימה דמוקרטית לערביי ישראל,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
193,תנועת החרות,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
195,ציונים כלליים,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
197,חקלאות ופיתוח,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
199,מפלגה פרוגרסיבית,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
203,אחדות העבודה - פועלי ציון,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
205,מפלגה קומוניסטית ישראלית,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
207,חזית דתית לאומית,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
209,חזית דתית תורתית,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
211,קידמה ועבודה,3,1955-08-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
213,מפלגת פועלים מאוחדת,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
215,אגודת ישראל,4,1960-08-09T00:00:00,,False,,,,2019-01-24T11:45:06.46
217,קידמה ופיתוח,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
219,מפלגת פועלי ארץ-ישראל,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
221,תנועת החרות,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
223,ציונים כלליים,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
225,חקלאות ופיתוח,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
227,מפלגה פרוגרסיבית,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
229,שיתוף ואחווה,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
231,אחדות העבודה - פועלי ציון,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
233,פועלי אגודת ישראל,4,1960-08-09T00:00:00,,False,,,,2019-01-24T11:45:06.46
235,מפלגה קומוניסטית ישראלית,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
237,מפלגה דתית לאומית,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
239,חזית דתית תורתית,4,1959-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
241,מפלגה ליברלית ישראלית,4,1961-05-08T00:00:00,,False,,,,2019-01-24T11:45:06.46
243,מפלגת פועלים מאוחדת,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
245,אגודת ישראל,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
249,קידמה ופיתוח,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
251,מפלגת פועלי ארץ-ישראל,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
253,תנועת החרות,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
255,גוש חרות ליברלים,5,1965-05-25T00:00:00,,False,,,,2019-01-24T11:45:06.46
257,רשימת פועלים ישראלית,5,1965-07-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
259,שיתוף ואחווה,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
261,אחדות העבודה - פועלי ציון,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
263,פועלי אגודת ישראל,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
265,מפלגה קומוניסטית ישראלית,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
269,מפלגה דתית לאומית,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
271,מפלגה ליברלית ישראלית,5,1961-09-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
273,ליברלים עצמאיים,5,1965-03-16T00:00:00,,False,,,,2019-01-24T11:45:06.46
275,רשימה קומוניסטית חדשה,5,1965-09-01T00:00:00,,False,,,,2019-01-24T11:45:06.46
279,מפלגת פועלים מאוחדת,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
283,אגודת ישראל,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
285,קידמה ופיתוח,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
287,גוש חרות ליברלים,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
289,רשימת פועלים ישראלית,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
291,שיתוף ואחווה,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
293,פועלי אגודת ישראל,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
295,מפלגה קומוניסטית ישראלית,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
297,אחווה יהודית - ערבית,6,1968-10-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
299,מערך,6,1969-01-28T00:00:00,,False,,,,2019-01-24T11:45:06.46
303,מפלגה דתית לאומית,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
305,ליברלים עצמאיים,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
307,המרכז החופשי,6,1967-03-29T00:00:00,,False,,,,2022-01-23T15:10:00
309,רשימה קומוניסטית חדשה,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
311,העולם הזה - כוח חדש,6,1965-11-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
315,מפלגה דתית לאומית,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
319,אגודת ישראל,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
321,קידמה ופיתוח,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
325,גוש חרות ליברלים,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
329,שיתוף ואחווה,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
331,פועלי אגודת ישראל,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
333,מפלגה קומוניסטית ישראלית,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
337,מערך,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
339,הרשימה הממלכתית,7,1969-11-17T00:00:00,,False,,,,2022-01-23T15:10:00
345,מוקד,7,1973-07-25T00:00:00,,False,,,,2019-01-24T11:45:06.46
347,ליברלים עצמאיים,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
349,מרכז חופשי,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
351,רשימה קומוניסטית חדשה,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
353,העולם הזה - כוח חדש,7,1969-11-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
355,הליכוד,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
357,מפלגה דתית לאומית,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
359,"ר""ץ",8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
361,יהדות התורה ­ אגודת ישראל ודתיים בלתי מפלגתיים,8,1977-03-15T00:00:00,,False,,,,2022-01-23T15:10:00
365,קידמה ופיתוח,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
367,רשימה ערבית לבדואים וכפריים,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
369,הרשימה הערבית המאוחדת,8,1977-03-08T00:00:00,,False,,,,2022-01-23T15:10:00
371,המחנה התורתי ­ פועלי אגודת ישראל ודתיים בלתי מפלגתיים,8,1977-03-15T00:00:00,,False,,,,2022-01-23T15:10:00
375,מערך,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
379,חזית דתית תורתית,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
381,ליברלים עצמאיים,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
383,פלאטו שרון,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
385,מוקד,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
387,ליברלים עצמאיים,8,1974-01-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
389,הרשימה הקומוניסטית החדשה,8,1974-01-21T00:00:00,,False,,,,2022-01-23T15:10:00
391,חזית דמוקרטית לשלום ולשוויון,8,1977-03-15T00:00:00,,False,,,,2022-01-23T15:10:00
393,שלומציון,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
395,"חה""כ סעדיה מרציאנו",9,1980-11-11T00:00:00,,False,,,,2022-01-23T15:10:00
397,הליכוד,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
399,מפלגה דתית לאומית,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
405,"ר""ץ",9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
407,שינוי - מפלגת המרכז,9,1980-07-29T00:00:00,,False,,,,2022-01-23T15:10:00
409,אגודת ישראל,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
413,תנועה לשינוי ויוזמה,9,1978-09-14T00:00:00,,False,,,,2019-01-24T11:45:06.46
419,הרשימה הערבית המאוחדת,9,1977-06-13T00:00:00,,False,,,,2022-01-23T15:10:00
421,"תל""ם - התנועה להתחדשות ממלכתית",9,1981-05-19T00:00:00,,False,,,,2022-01-23T15:10:00
422,דגל התורה,16,2005-01-12T00:00:00,,False,,,,2019-01-24T11:45:06.46
423,התנועה הדמוקרטית לשינוי,9,1977-06-13T00:00:00,,False,,,,2022-01-23T15:10:00
424,אגודת ישראל,16,2005-01-12T00:00:00,,False,,,,2019-01-24T11:45:06.46
425,התנועה הדמוקרטית,9,1978-09-14T00:00:00,,False,,,,2022-01-23T15:10:00
427,ישראל אחת,9,1980-11-11T00:00:00,,False,,,,2022-01-23T15:10:00
429,פועלי אגודת ישראל,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
431,מערך,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
433,"מחנה של""י",9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
435,חזית דמוקרטית לשלום ושוויון,9,1977-06-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
437,אחווה,9,1980-07-08T00:00:00,,False,,,,2019-01-24T11:45:06.46
439,יעד,9,1978-09-14T00:00:00,,False,,,,2022-01-23T15:10:00
441,הליכוד,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
442,התחברות,16,2005-03-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
444,ציונות לאומית דתית מתחדשת,16,2005-05-16T00:00:00,,False,,,,2019-01-24T11:45:06.46
445,חזית דתית לאומית,10,1981-07-20T00:00:00,,False,,,,2022-01-23T15:10:00
447,תנועה למסורת ישראל,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
455,תחייה,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
457,"ר""ץ",10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
459,שינוי,10,1981-07-20T00:00:00,,False,,,,2022-01-23T15:10:00
462,"צל""ש - ציונות ליברליות שוויון",16,2005-05-18T00:00:00,,False,,,,2019-01-24T11:45:06.46
463,אגודת ישראל,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
469,תנועה להתחדשות ממלכתית,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
471,מערך,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
473,חזית דמוקרטית לשלום ושוויון,10,1981-07-20T00:00:00,,False,,,,2019-01-24T11:45:06.46
477,"חה""כ עבד-אלוהאב דראושה",11,1988-02-15T00:00:00,,False,,,,2019-01-24T11:45:06.46
479,הליכוד,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
481,מפלגת פועלים מאוחדת,11,1984-10-22T00:00:00,,False,,,,2019-01-24T11:45:06.46
482,נוי,16,2005-05-23T00:00:00,,False,,,,2019-01-24T11:45:06.46
483,מפלגה דתית לאומית,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
485,תנועה למסורת ישראל,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
487,רשימה מתקדמת לשלום,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
489,אומץ,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
491,מורשה,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
493,תחייה,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
495,"ר""ץ",11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
497,שינוי,11,1984-08-13T00:00:00,,False,,,,2022-01-23T15:10:00
499,כך,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
501,אגודת ישראל,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
502,העבודה - מימד - עם אחד,16,2005-05-23T00:00:00,,False,,,,2019-01-24T11:45:06.46
503,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
507,צומת,11,1987-11-30T00:00:00,,False,,,,2019-01-24T11:45:06.46
509,"מד""ע - מפלגה דמוקרטית ערבית",11,1988-03-07T00:00:00,,False,,,,2019-01-24T11:45:06.46
515,מערך,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
517,חזית דמוקרטית לשלום ושוויון,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
519,יחד,11,1984-08-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
521,מפלגת העבודה הישראלית,12,1991-10-07T00:00:00,,False,,,,2019-01-24T11:45:06.46
522,מרצ - יחד והבחירה הדמוקרטית,16,2005-07-27T00:00:00,,False,,,,2019-01-24T11:45:06.46
523,הליכוד,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
525,מפלגת פועלים מאוחדת,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
527,מפלגה דתית לאומית,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
529,רשימה מתקדמת לשלום,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
531,תחייה,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
533,"ר""ץ",12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
535,שינוי,12,1988-11-21T00:00:00,,False,,,,2022-01-23T15:10:00
537,אגודת ישראל,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
539,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
542,אחריות לאומית,16,2005-11-23T00:00:00,,False,,,,2019-01-24T11:45:06.46
543,צומת,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
545,"מד""ע - מפלגה דמוקרטית ערבית",12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
547,דגל התורה,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
549,מולדת,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
551,מפלגה ליברלית חדשה,12,1992-03-03T00:00:00,,False,,,,2019-01-24T11:45:06.46
553,מוריה - עם ישראל על פי תורת ישראל,12,1990-12-25T00:00:00,,False,,,,2022-01-23T15:10:00
555,פנתרים שחורים,12,1991-01-01T00:00:00,,False,,,,2019-01-24T11:45:06.46
557,אחדות למען השלום והעלייה,12,1990-12-25T00:00:00,,False,,,,2019-01-24T11:45:06.46
559,גאולת ישראל,12,1990-12-25T00:00:00,,False,,,,2019-01-24T11:45:06.46
561,מרצ,12,1992-03-09T00:00:00,,False,,,,2019-01-24T11:45:06.46
562,קדימה,16,2006-01-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
564,הסיעה החילונית,16,2006-01-26T00:00:00,,False,,,,2019-01-24T11:45:06.46
565,מערך,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
567,חזית דמוקרטית לשלום ושוויון,12,1988-11-21T00:00:00,,False,,,,2019-01-24T11:45:06.46
571,מפלגת העבודה הישראלית,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
573,הליכוד,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
575,מפלגה דתית לאומית,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
577,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
581,צומת,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
582,"חה""כ מיכאל נודלמן",16,2006-02-01T00:00:00,,False,,,,2022-01-23T15:10:00
583,"מד""ע - מפלגה דמוקרטית ערבית",13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
584,האיחוד הלאומי - מולדת - תקומה,16,2006-02-01T00:00:00,,False,,,,2019-01-24T11:45:06.46
585,מולדת,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
586,הבית הלאומי,16,2006-02-05T00:00:00,,False,,,,2019-01-24T11:45:06.46
587,מרצ,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
588,העולים,16,2006-02-01T00:00:00,,False,,,,2019-01-24T11:45:06.46
589,יהדות התורה,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
590,ישראל ביתנו,16,2006-02-01T00:00:00,,False,,,,2019-01-24T11:45:06.46
593,יעוד,13,1994-02-07T00:00:00,,False,,,,2019-01-24T11:45:06.46
595,ימין ישראל,13,1995-07-24T00:00:00,,False,,,,2019-01-24T11:45:06.46
597,עתיד,13,1995-11-27T00:00:00,,False,,,,2019-01-24T11:45:06.46
599,הדרך השלישית,13,1996-03-07T00:00:00,,False,,,,2019-01-24T11:45:06.46
601,גשר,13,1996-03-11T00:00:00,,False,,,,2019-01-24T11:45:06.46
602,תנועה ערבית להתחדשות,16,2006-02-07T00:00:00,,False,,,,2019-01-24T11:45:06.46
604,החזית הדמוקרטית לשלום ולשוויון,16,2006-02-07T00:00:00,,False,,,,2022-08-09T13:35:00
609,חזית דמוקרטית לשלום ושוויון,13,1992-07-13T00:00:00,,False,,,,2019-01-24T11:45:06.46
611,מפלגת העבודה הישראלית,14,1996-06-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
613,הליכוד,14,1999-03-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
615,מפלגה דתית לאומית,14,1996-06-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
617,שינוי - מפלגת מרכז,14,1999-01-17T00:00:00,,False,,,,2022-01-16T14:00:00
619,"התאחדות הספרדים שומרי תורה - תנועת ש""ס",14,1996-06-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
621,"חד""ש - בל""ד",14,1996-06-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
622,קדימה-עם אהוד אולמרט לראשות הממשלה,17,2006-04-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
623,צומת,14,1999-03-04T00:00:00,,False,,,,2019-01-24T11:45:06.46
624,העבודה-מימד בראשות עמיר פרץ,17,2006-04-17T00:00:00,,False,,,,2019-01-24T11:45:06.46
625,דגל התורה,14,1999-02-23T00:00:00,,False,,,,2019-01-24T11:45:06.46
